bank code,bank name,branch code,sub branch code,branch name,address,city,zipcode,pob,telephone,handicap accessible,day closed,branch type,teller services,mortgage consulting,financial entities services,financial entities accounts,merge bank,merge branch,X coordinate,Y coordinate,open date,close date
10,"בנק לאומי לישראל בע""מ",980,,טירה,טארק עבדול חי 0 סמרה סנטר,טירה,4491500,0,03-9545522,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.23198,34.953608,01/02/1949,
10,"בנק לאומי לישראל בע""מ",981,,דאלית אל כרמל-עוספייה,אחד 66 ללא,דאלית אל-כרמל,3005600,0,03-9545522,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.698147,35.055542,01/02/1949,
10,"בנק לאומי לישראל בע""מ",983,,באקה אל גרביה,מתחם WE CENTER 0 מתחם ווי סנטר בכניסה ליישוב קומה 1 WE CENTER,באקה אל-גרביה,3010000,0,03-9545522,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.41353,35.02914,01/02/1949,
10,"בנק לאומי לישראל בע""מ",984,,מעאר,בכניסה לכפר 0 ללא,מגאר,2012100,0,03-9545522,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.887011,35.412694,11/04/2016,
10,"בנק לאומי לישראל בע""מ",985,,קרית מלאכי,"בן גוריון 0 פינת רש""י",קריית מלאכי,8302059,0,03-9545522,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.728233,34.748034,01/02/1949,
10,"בנק לאומי לישראל בע""מ",987,,מגדל העמק,שדרות שאול עמור 77 ללא,מגדל העמק,2302042,0,03-9545522,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.678371,35.243358,01/02/1949,
10,"בנק לאומי לישראל בע""מ",988,,תל גנים,כצנלסון 67 ללא,גבעתיים,5327001,0,03-9545522,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.07552,34.80906,01/02/1949,
10,"בנק לאומי לישראל בע""מ",989,,"יחידת בצוע-מחלקת מט""י",אבא הלל סילבר 3 קרית שירותי בלל,לוד,7129404,0,03-9545522,כן,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.963143,34.901649,02/01/1992,
10,"בנק לאומי לישראל בע""מ",991,,ענף סליקה ומשלוח,אבא הלל סילבר 3 קרית שירותי בלל,לוד,7129404,0,03-9545522,כן,יום ו,יחידת ביצוע,לא,לא,לא,לא,,,31.963143,34.901649,21/09/2008,
10,"בנק לאומי לישראל בע""מ",994,,האפוטרופוס הכללי,דוד המלך 19 ללא,ירושלים,9410143,0,03-9545522,כן,יום ו,יחידת ביצוע,לא,לא,לא,לא,,,31.775043,35.221993,02/01/1992,31/12/2024
10,"בנק לאומי לישראל בע""מ",995,,פרדיס,הרחוב הראשי 0 ללא,פוריידיס,3089800,0,03-9545522,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.595736,34.949496,01/02/1949,
10,"בנק לאומי לישראל בע""מ",998,,פפר,מונטיפיורי 31 קומה 1,תל אביב -יפו,6520101,0,03-9545522,כן,יום ש,סניף דיגיטלי,לא,לא,לא,לא,,,32.06592,34.77326,07/11/2024,
10,"בנק לאומי לישראל בע""מ",999,,אילת,שד' התמרים 0 מרכז מסחרי,אילת,8801406,0,03-9545522,כן,יום ו,רגיל,כן,כן,לא,לא,,,29.555322,34.952699,01/02/1949,
6,"מקס איט פיננסים בע""מ",1,,מקס ראשי,בן גוריון  10 ,בני ברק,,,,לא,,יחידת ביצוע,לא,לא,לא,לא,,,,,23/11/2025,
11,"בנק דיסקונט לישראל בע""מ",2,,עפולה,שדרות מנחם בגין 72 ,עפולה,1827601,,076-8052170,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.602542,35.29874,01/01/1949,
11,"בנק דיסקונט לישראל בע""מ",2,1,מגדל העמק- שלוחת סניף עפולה,דרך העמק 1 ,מגדל העמק,,,076-8052398,כן,יום ו,מיוחד,לא,לא,לא,לא,,,32.6928,35.2279,11/08/2023,
11,"בנק דיסקונט לישראל בע""מ",3,,אילת,שד' התמרים 1 מרכז השלום,אילת,8801408,,076-8053710,כן,יום ו,רגיל,כן,כן,לא,לא,,,29.5546,34.9534,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",4,,אשדוד,הרצל 1 ,אשדוד,7745401,,076-8051002,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.793,34.64,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",5,,נוף הגליל,דרך  אריאל שרון41 41 ,נוף הגליל                ,1745100,,076-8052231,כן,יום א,רגיל,כן,כן,לא,לא,,,32.6938,35.3059,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",10,,"ראשי ת""א",יהודה הלוי 27 ,תל אביב -יפו,6513611,,,לא,יום ו,מיוחד,כן,לא,כן,כן,,,32.0618,34.771,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",14,,תל אביב סיטי,יהודה הלוי 27 ,תל אביב -יפו,6513607,,076-8053900,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.0618,34.771,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",26,,חצרות יפו,שד' ירושלים 15 ,תל אביב -יפו,6811201,,076-8053460,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.0547,34.7597,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",34,,אלון,יגאל אלון 96 ,תל אביב -יפו,6473403,,076-8053494,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.0685,34.7937,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",41,,פתח תקוה,סלור 22 ,פתח תקווה,4936324,,076-8051555,לא,יום א,רגיל,כן,כן,לא,לא,,,32.0893,34.8841,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",42,,נתניה,הרצל 11 ,נתניה,4240006,,076-8051510,כן,יום א,רגיל,לא,כן,לא,לא,,,32.32975,34.85456,23/02/2026,
11,"בנק דיסקונט לישראל בע""מ",42,7,כפר יונה -שלוחת נתניה,דוד בן גוריון 1 ,כפר יונה,4037042,,076-8053180,כן,יום א,מיוחד,לא,כן,לא,לא,,,32.32084,34.93642,30/03/2023,
11,"בנק דיסקונט לישראל בע""מ",43,,רמלה,שדרות הרצל 55 ,רמלה,7240623,,076-8050410,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.9304,34.8701,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",44,,הרצליה,סוקולוב 22 ,הרצלייה,4649729,,076-8051620,לא,יום א,רגיל,לא,כן,לא,לא,,,32.167,34.8422,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",45,,רחובות,הרצל 190 ,רחובות,7626812,,076-8050470,לא,יום ו,רגיל,לא,כן,לא,לא,,,31.8977,34.8108,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",46,,טבריה,הגליל 52 גליל סנטר,טבריה,1420008,,076-8053807,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.78519,35.54104,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",49,,חולון,סוקולוב 68 ,חולון,5833002,,076-8050778,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.0225,34.7768,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",51,,בת ים,בלפור 51 ,בת ים,5937134,,076-8050910,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.0253,34.7455,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",51,1,שלוחת בת ים,דניאל 33 ,בת ים,5939417,,076-8050910,כן,יום א,מיוחד,כן,לא,לא,לא,,,32.02242,34.75022,12/07/2018,
11,"בנק דיסקונט לישראל בע""מ",54,,כפר סבא,ויצמן 75 ,כפר סבא,4421451,,076-8051150,כן,יום ו,רגיל,כן,כן,לא,לא,,,32.1763,34.9049,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",55,,ראשון לציון,הרצל 87 ,ראשון לציון,7526659,,076-8050511,כן,יום א,רגיל,כן,כן,לא,לא,,,31.9639,34.8032,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",56,,כפר גנים,העצמאות 65 ,פתח תקווה,4943520,,076-8051820,כן,יום ו,מיוחד,לא,כן,לא,לא,,,32.0852,34.8871,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",58,,דרך בן גוריון,דרך בן גוריון 13 ,בני ברק,5126016,,076-8051410,כן,יום ו,רגיל,כן,כן,לא,לא,,,32.0937,34.8222,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",59,,לוד,דוד המלך 2 ,לוד,7127225,,076-8050733,כן,יום א,רגיל,לא,כן,לא,לא,,,31.9469,34.8921,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",64,,גאולה,יחזקאל 11 ,ירושלים,9526513,,076-8053230,לא,יום ו,רגיל,לא,כן,לא,לא,,,31.7894,35.2183,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",65,,קרית היובל,בורוכוב 74 ,ירושלים,9662274,,076-8052895,לא,יום ו,רגיל,לא,כן,לא,לא,,,31.7618,35.1742,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",66,,רחביה,קרן היסוד 5 ,ירושלים,9426604,,076-8052947,כן,יום א,רגיל,לא,כן,לא,לא,,,31.775,35.2183,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",68,,מזרח ירושלים,סולטן סולימן 19 ,ירושלים,9761191,,076-8052722,לא,יום ו,רגיל,לא,לא,לא,לא,,,31.7828,35.232,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",69,,בית הכרם,בית הכרם 29 ,ירושלים,9618201,,076-8052872,לא,יום ו,רגיל,לא,כן,לא,לא,,,31.7806,35.1877,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",75,,קרית מוצקין,דקר 1 ,קריית מוצקין,2361008,,076-8052047,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.8254,35.0763,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",76,1,פל ים שלוחת מרכז הכרמל,פל ים 9 ,חיפה,3309512,,076-8051380,כן,יום ו,מיוחד,לא,כן,לא,לא,,,32.81635,35.00113,02/01/1949,
11,"בנק דיסקונט לישראל בע""מ",76,,מרכז הכרמל,שדרות הנשיא 124 ,חיפה,3463305,,076-8052350,לא,יום ו,רגיל,לא,כן,לא,לא,,,32.8045,34.9873,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",77,,קרית אתא,העצמאות 61 ,קריית אתא,2850210,,076-8052140,כן,יום ו,מיוחד,לא,כן,לא,לא,,,32.8066,35.1039,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",80,,בורסת היהלומים,ז'בוטינסקי 3 ,רמת גן,5252005,,,לא,יום ו,מיוחד,לא,לא,לא,לא,,,32.083,34.8024,01/02/1984,
11,"בנק דיסקונט לישראל בע""מ",85,,ככר יצחק רבין,אבן גבירול 66 ,תל אביב -יפו,6495203,,076-8053830,לא,יום ו,רגיל,לא,לא,לא,לא,,,32.0798,34.7815,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",85,1,מרכז קופות תל אביב,אבן גבירול 66 ,תל אביב -יפו,6495203,,076-8053914,כן,יום ו,מיוחד,כן,לא,לא,לא,,,32.0798,34.7815,30/06/2024,
11,"בנק דיסקונט לישראל בע""מ",90,,חדרה,הרברט סמואל 68 ,חדרה,3831638,,076-8051534,לא,יום ו,רגיל,כן,כן,לא,לא,,,32.436,34.9205,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",92,,רעננה,אחוזה 128 ,רעננה,4325004,,076-8051780,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.18097,34.87335,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",93,,נצרת,בילאל 45 ,נצרת,1652466,,076-8052260,לא,יום א,רגיל,לא,כן,לא,לא,,,32.6974,35.2994,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",94,,באר שבע,שד' דוד טוביהו 125 ,באר שבע,8420838,,076-8053040,כן,יום א,רגיל,לא,כן,לא,לא,,,31.2451,34.7887,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",95,,זכרון יעקב,הדגן 2 ,זכרון יעקב,3095067,,076-8052481,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.569,34.9549,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",96,,מרום נווה,לנדאו 7 מרום סנטר,רמת גן,5228266,,076-8051323,כן,יום א,רגיל,לא,כן,לא,לא,,,32.0711,34.8282,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",96,1,רמת חן - שלוחת סניף מרום נווה,גולני 29 ,רמת גן,5222443,,076-8051370,כן,יום א,רגיל,לא,לא,לא,לא,,,32.0573,34.8146,19/05/2023,19/09/2025
11,"בנק דיסקונט לישראל בע""מ",97,,נהריה,שדרות הגעתון 29 ,נהרייה,2244025,,076-8052310,לא,יום ו,רגיל,לא,כן,לא,לא,,,33.0063,35.0941,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",98,,צפת,העליה ב' 4 מרכז מסחרי,צפת,1322316,,076-8052153,כן,יום ו,רגיל,כן,כן,לא,לא,,,32.9662,35.4955,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",99,,עכו,בן עמי 67 ,עכו,2450518,,076-8052200,לא,יום ו,רגיל,כן,כן,לא,לא,,,32.9262,35.0757,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",100,,שדרות רוטשילד,שדרות רוטשילד 76 ,תל אביב -יפו,6688107,,076-8053740,לא,יום ו,רגיל,לא,כן,לא,לא,,,32.0626,34.7694,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",102,,רמת חן,גולני 29 ,רמת גן,5222443,,076-8051370,כן,יום ו,רגיל,לא,כן,לא,לא,11001,96,32.0573,34.8146,01/02/1949,19/05/2023
11,"בנק דיסקונט לישראל בע""מ",103,,קריית אילון חולון,פנחס אילון 13 ,חולון,5840219,,076-8050575,כן,יום א,רגיל,לא,כן,לא,לא,,,32.0086,34.7781,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",106,,בית הקרנות,הנביאים 18 ,חיפה,3312103,,076-8052520,לא,יום א,מיוחד,כן,לא,לא,לא,,,32.8137,34.9953,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",107,,רמת אלמוגי,אינשטיין 139 ,חיפה,3460177,,076-8052370,לא,יום ו,מיוחד,לא,כן,לא,לא,,,32.7778,35,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",109,,רמת אשכול,פארן 9 ,ירושלים,9780211,,076-8053100,כן,יום א,רגיל,לא,כן,לא,לא,,,31.8008,35.2277,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",109,1,שלוחת אדומים-סניף רמת אשכול,דרך קדם 5 ,ירושלים,9845203,,076-8052792,כן,יום א,מיוחד,לא,לא,לא,לא,,,31.7717,35.29855,25/06/2021,
11,"בנק דיסקונט לישראל בע""מ",110,,קרית שמונה,"טשרנחובסקי 4 קניון ""8 באמצע""",קריית שמונה,1103131,,076-8052020,כן,יום א,רגיל,כן,כן,לא,לא,,,33.2107,35.5687,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",111,,דימונה,שד' יגאל אלון 1 המרכז המסחרי (אגף חדש),דימונה,8618604,,076-8052760,כן,יום ו,רגיל,כן,כן,לא,לא,,,31.0661,35.0304,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",112,,גדרה,הבילויים 16 ,גדרה,7040125,,076-8050884,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.8152,34.7724,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",114,,רובע ד',חיים משה שפירא 1 ,אשדוד,7742323,,076-8050480,כן,יום א,רגיל,כן,כן,לא,לא,,,31.7993,34.6449,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",117,,נס ציונה,ויצמן 31 ,נס ציונה,7403024,,076-8050628,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.9277,34.798,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",118,,נוה אביבים,יהודה הנשיא 34 ,תל אביב -יפו,6920024,,076-8053548,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.1191,34.7958,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",123,,ככר היהלום,אבא הלל סילבר 12 ,רמת גן,5250606,,076-8053678,כן,יום ו,מיוחד,לא,לא,לא,לא,,,32.0848,34.8039,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",125,,רמת השרון,סוקולוב 46 ,רמת השרון,4723513,,076-8051688,לא,יום ו,רגיל,לא,כן,לא,לא,,,32.1434,34.8377,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",128,1,ברנע שלוחת אשקלון,שדרות ירושלים 119 ,אשקלון,7861787,,076-8053859,כן,יום ו,מיוחד,לא,כן,לא,לא,,,31.69107,34.57626,08/06/2023,
11,"בנק דיסקונט לישראל בע""מ",128,,אשקלון,שדרות בן גוריון 15 ,אשקלון,7828118,,076-8053060,כן,יום ו,רגיל,כן,כן,לא,לא,,,31.6642,34.5627,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",129,,מרכז מזומנים ראשון לציון,נח מוזס 1 ,ראשון לציון,7565236,,,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.993126,34.760455,01/01/1992,
11,"בנק דיסקונט לישראל בע""מ",130,,מאפו,יהודה הלוי 27 ,תל אביב -יפו,6513607,,,לא,יום א,מיוחד,כן,לא,לא,לא,,,32.0618,34.771,01/02/1984,
11,"בנק דיסקונט לישראל בע""מ",131,,קרית גת,הגפן 3 ,קריית גת,8201839,,076-8053183,לא,יום ו,רגיל,כן,כן,לא,לא,,,31.6072,34.7726,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",136,,קיראון,שלמה המלך 38 ,קריית אונו,5542134,,076-8050617,לא,יום ו,רגיל,לא,כן,לא,לא,,,32.0547,34.8631,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",137,,מגדל העמק,דרך העצמאות 1 ,מגדל העמק,2351545,,076-8052398,כן,יום ו,רגיל,לא,לא,לא,לא,11001,2,32.6769,35.2391,01/02/1949,11/08/2023
11,"בנק דיסקונט לישראל בע""מ",139,,בני ברק,רבי עקיבא 60 ,בני ברק,5127319,,076-8051650,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.0872,34.8283,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",145,,גבעתיים,ויצמן 19 ,גבעתיים,5339108,,076-8051720,לא,יום ו,רגיל,לא,כן,לא,לא,,,32.0743,34.8087,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",146,,הרצליה פיתוח,קדושי השואה 63 ,הרצלייה,4685436,,076-8051750,כן,יום ו,רגיל,לא,לא,לא,לא,,,32.1699,34.8032,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",147,,לב דיזנגוף,בן יהודה 29 ,תל אביב -יפו,6380703,,076-8053866,כן,יום א,רגיל,לא,לא,לא,לא,,,32.0767,34.768,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",148,,הנביאים,נעמי שמר 7 ,בת ים,5963142,,076-8050933,לא,יום א,רגיל,לא,כן,לא,לא,,,32.0188,34.7458,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",151,,יד אליהו,דרך משה דיין 64 ,תל אביב -יפו,6732002,,076-8053526,כן,יום א,רגיל,לא,לא,לא,לא,,,32.0567,34.8004,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",152,,ככר המדינה,ה' באייר 66 ,תל אביב -יפו,6219813,,076-8053960,לא,יום ו,רגיל,לא,לא,לא,לא,,,32.0879,34.7893,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",153,,קרית מלאכי,"רש""י 1 המרכז המסחרי החדש",קריית מלאכי,8302058,,076-8050550,לא,יום ו,רגיל,לא,כן,לא,לא,,,31.7285,34.7481,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",156,,"מלא""ב-נתניה",הרצל 11 ,נתניה,4240006,,076-8055307,לא,יום א,מיוחד,לא,כן,לא,לא,,,32.32975,34.85456,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",157,,התעשיה חולון,הנחושת 4 ,חולון,5885953,,076-8050810,כן,יום ו,מיוחד,לא,לא,לא,לא,,,32.0168,34.7995,03/12/1991,
11,"בנק דיסקונט לישראל בע""מ",159,1,מרכז קופות מחנה יהודה,רח' יפו 121 ,ירושלים,9434231,,076-8052774,כן,יום ו,מיוחד,כן,לא,לא,לא,,,31.7857,35.2122,01/01/1949,
11,"בנק דיסקונט לישראל בע""מ",159,,מרכז ירושלים,יפו 103 ,ירושלים,9434001,,076-8053017,לא,יום ו,רגיל,לא,כן,לא,לא,,,31.7843,35.2151,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",162,,תלפיות ירושלים,האומן 17 קניון לב תלפיות,ירושלים,9346934,,076-8053200,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.7511,35.2083,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",167,,בית שמש,יגאל אלון 3 קניון BIG FASHION,בית שמש,9906203,,076-8052973,כן,יום א,רגיל,לא,כן,לא,לא,,,31.7555,34.991,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",174,,כרמיאל,מעלה כמון 5 מתחם חוצות כרמיאל,כרמיאל,2165000,,076-8052410,כן,יום א,רגיל,כן,כן,לא,לא,,,32.9282,35.3244,01/02/1949,
11,"בנק דיסקונט לישראל בע""מ",175,,יבנה,הירמוך 1 ,יבנה,8122005,,076-8050754,כן,יום ו,רגיל,לא,כן,לא,לא,,,31.8883,34.7316,16/08/1983,
11,"בנק דיסקונט לישראל בע""מ",176,,המפרץ,דרך חיפה 30 קניון שער הצפון,קריית אתא,2822632,,076-8052508,כן,יום ו,מיוחד,לא,לא,לא,לא,,,32.8106,35.0684,01/09/1990,
11,"בנק דיסקונט לישראל בע""מ",187,,הוד השרון,הבנים 14 ,הוד השרון,4526821,,076-8051280,כן,יום ו,רגיל,לא,כן,לא,לא,,,32.1559,34.8912,24/07/1994,
11,"בנק דיסקונט לישראל בע""מ",188,,הקניונים,"סחרוב 18 א.ת מערב ראשל""צ",ראשון לציון,7570720,,076-8050830,כן,יום ו,מיוחד,לא,לא,לא,לא,11001,506,31.9909,34.7714,07/12/1993,21/11/2024
11,"בנק דיסקונט לישראל בע""מ",194,,שלוחת מרכז כלל,רח' יפו 121 ,ירושלים,9434231,,076-8053017,כן,יום ו,רגיל,כן,לא,לא,לא,,,31.7857,35.2122,01/01/1949,
11,"בנק דיסקונט לישראל בע""מ",198,,אפקה,רמת אביב ג' 25 מרכז שוסטר,תל אביב -יפו,6949211,,076-8053640,לא,יום א,רגיל,לא,כן,לא,לא,,,32.1246,34.8039,18/06/1985,
11,"בנק דיסקונט לישראל בע""מ",219,,דיסקונט 360,דיסקונט 1 קמפוס דיסקונט,ראשון לציון,7574602,,03-9439111,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.98833,34.75226,30/03/1995,
11,"בנק דיסקונט לישראל בע""מ",220,,טלבנק,דרך  חיפה 30 ,קריית אתא,2822653,,03-9439111,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,32.4828,35.0438,30/03/1995,
11,"בנק דיסקונט לישראל בע""מ",221,,טלבנק,קרית המדע 5 ,ירושלים,9777005,,03-9439111,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.8029,35.2091,30/03/1995,
11,"בנק דיסקונט לישראל בע""מ",222,,טלבנק,תקשוב 10 ,דימונה,8000000,,03-9439111,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.0637,35.0071,30/03/1995,
11,"בנק דיסקונט לישראל בע""מ",232,,המרכז לבנקאות פרטית בינלאומית,יהודה הלוי 27 קומה 2,תל אביב -יפו,6513611,,,כן,יום א,יחידת ביצוע,לא,לא,לא,לא,,,32.0618,34.771,16/08/1998,
11,"בנק דיסקונט לישראל בע""מ",233,,המרכז לבנקאות פרטית ירושלים,ממילא 20 ממילא  קומה 6,ירושלים,9414900,,,כן,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.7778,35.2245,16/08/1998,
11,"בנק דיסקונט לישראל בע""מ",302,,גבעת טל,גבעת טל 2 מרכז מסחרי גבעת טל,ראש העין,4857301,,076-8051270,כן,יום א,מיוחד,לא,כן,לא,לא,,,32.0932,34.9659,15/07/2003,
11,"בנק דיסקונט לישראל בע""מ",303,,מודיעין,לב העיר 2 ,מודיעין-מכבים-רעות*,7170000,,076-8050720,כן,יום א,רגיל,לא,כן,לא,לא,,,31.8994,35.0067,31/08/2004,
11,"בנק דיסקונט לישראל בע""מ",320,,קריית השרון,טום לנטוס 26 ,נתניה,4276001,,076-8051390,כן,יום ו,מיוחד,לא,כן,לא,לא,,,32.307,34.8694,06/11/2008,
11,"בנק דיסקונט לישראל בע""מ",321,,הלאום,שד' יצחק רבין 10 ,ירושלים,9195000,,076-8053120,כן,יום ו,מיוחד,לא,כן,לא,לא,,,31.783,35.2078,04/11/2007,
11,"בנק דיסקונט לישראל בע""מ",330,,"בי""ח וולפסון","בי""ח וולפסון 1 ",בת ים,5825137,,,כן,יום ו,מיוחד,לא,לא,לא,לא,,,32.0349,34.7627,14/09/2008,
11,"בנק דיסקונט לישראל בע""מ",340,,המרכז לבנקאות פרטית השרון,מדינת היהודים 89 ,הרצלייה,4676672,,,כן,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,32.1662,34.8109,15/02/2001,
11,"בנק דיסקונט לישראל בע""מ",348,,מרכז מזומנים ירושלים,הרטום 8 הר חוצבים,ירושלים,9462406,,,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.8032,35.2135,22/11/2012,
11,"בנק דיסקונט לישראל בע""מ",357,,המרכז לבנקאות פרטית תל אביב,יהודה הלוי 27 ,תל אביב -יפו,6513607,,,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,32.0618,34.771,19/04/2015,
11,"בנק דיסקונט לישראל בע""מ",361,,פרדס חנה,גלעד 1 ,פרדס חנה-כרכור,3711967,,,לא,יום ו,מיוחד,לא,כן,לא,לא,,,32.4728,34.9743,10/09/2019,
11,"בנק דיסקונט לישראל בע""מ",362,,אם המושבות,חיה פיינשטיין 11 ,פתח תקווה,4956970,,076-8051355,לא,יום א,רגיל,לא,כן,לא,לא,,,32.1005,34.8843,03/07/2012,
11,"בנק דיסקונט לישראל בע""מ",381,,מרכז עסקים ירושלים והדרום,המדע 3 ,ירושלים,9777603,,076-8057900,לא,יום ו,יחידת ביצוע,לא,לא,לא,לא,,,31.7993,35.2134,01/09/2005,
11,"בנק דיסקונט לישראל בע""מ",382,,מרכז עסקים השרון,שנקר 11 ,הרצלייה,4672511,,076-8057333,לא,יום ו,יחידת ביצוע,לא,לא,לא,לא,,,32.1587,34.8086,01/09/2005,
11,"בנק דיסקונט לישראל בע""מ",383,,מרכז עסקים צפון,דרך עכו 194 ,קריית ביאליק,2723211,,076-8057722,כן,יום ו,יחידת ביצוע,לא,לא,לא,לא,,,32.8422,35.0889,01/09/2005,
11,"בנק דיסקונט לישראל בע""מ",384,,מרכז עסקים השפלה,פרופסור פלאוט 10 קרית המדע,רחובות,7670609,,076-8058438,כן,יום ו,יחידת ביצוע,לא,לא,לא,לא,,,31.9123,34.8069,01/09/2005,
11,"בנק דיסקונט לישראל בע""מ",387,,מרכז ייעוץ דיגיטלי,דיסקונט 1 קמפוס דיסקונט,ראשון לציון,7574602,,,לא,יום ש,יחידת ביצוע,לא,לא,לא,לא,,,31.98833,34.75226,24/05/2023,
11,"בנק דיסקונט לישראל בע""מ",396,,אסף הרופא,קניון אסף סנטר 1 ,ראשון לציון,7030001,,076-8051012,כן,יום ו,מיוחד,לא,כן,לא,לא,,,31.9662,34.8402,09/12/2007,
